teamID,Dec
1000000.0,18 sezonda tüm KR League ekiplerini yen.
1000001.0,19 Bahar mevsiminde tüm KR League ekiplerini yen.
1000002.0,19 yaz sezonunda tüm KR League ekiplerini yen.
1000003.0,Tüm çoklu maç 19 sezon ilk10 takımını yen.
1000004.0,20 bahar mevsiminde tüm KR League ekiplerini yen.
1000005.0,20 bahar mevsiminde tüm AB ligi ekiplerini yen.
1000006.0,20 bahar mevsiminde tüm Na League ekiplerini yen.
1000007.0,20 yaz sezonunda tüm KR League ekiplerini yen.
1000008.0,20 yaz sezonunda tüm AB ligi ekiplerini yen.
1000009.0,20 yaz sezonunda tüm Na League ekiplerini yen.
1000010.0,Tüm çoklu maç 20 sezon ilk10 takımını yen.
1000011.0,21 bahar mevsiminde tüm KR League ekiplerini yen.
1000012.0,21 bahar mevsiminde tüm AB ligi ekiplerini yen.
1000013.0,21 bahar mevsiminde tüm Na League ekiplerini yen.
1000014.0,Tüm çoklu maç 21-1 sezon ilk10 takımını yen.
1000015.0,Tüm çoklu maç 21-2 sezon ilk10 takımını yen.
1000016.0,21 bahar mevsiminde tüm CN ligi ekiplerini yen.
1000017.0,21 yaz sezonunda tüm KR League ekiplerini yen.
1000018.0,21 yaz sezonunda tüm AB ligi ekiplerini yen.
1000019.0,21 yaz mevsiminde tüm Na League ekiplerini yen.
1000020.0,21 yaz mevsiminde tüm CN ligi ekiplerini yen.
1000021.0,Tüm çoklu maç 21-3 sezon ilk10 takımını yen.
1000022.0,Tüm Multi Match 22-1 Sezon Top10 takımlarını yen.
1000023.0,22 bahar sezonunda tüm NA Ligi takımlarını yen.
1000024.0,22 bahar sezonunda tüm NA Ligi takımlarını yen.
1000025.0,22 bahar sezonunda tüm NA Ligi takımlarını yen.
