teamID,Dec
1000000.0,在18賽季中擊敗所有KR聯賽隊。
1000001.0,在19春季擊敗所有KR聯賽隊。
1000002.0,在19季節擊敗所有KR聯賽隊。
1000003.0,擊敗所有多場19賽季Top10 Teams。
1000004.0,在20春季擊敗所有KR聯賽隊。
1000005.0,在20春季擊敗所有歐盟聯賽隊。
1000006.0,在20春季擊敗所有Na聯賽隊。
1000007.0,在20歲的夏季擊敗所有KR聯賽隊。
1000008.0,在20個夏季擊敗所有歐盟聯賽隊。
1000009.0,在20個夏季擊敗所有Na聯賽隊。
1000010.0,擊敗所有多賽量20賽季Top10 Teams。
1000011.0,在21春季擊敗所有KR聯賽隊。
1000012.0,在21季節擊敗所有歐盟聯賽隊。
1000013.0,在21春季擊敗所有Na聯賽隊。
1000014.0,擊敗所有多賽量21-1賽季Top10 Teams。
1000015.0,擊敗所有多賽量21-2賽季Top10 Teams。
1000016.0,在21春季擊敗所有CN聯賽隊。
1000017.0,在21季節賽季擊敗所有KR聯賽隊。
1000018.0,在21季節擊敗所有歐盟聯賽隊。
1000019.0,在21季節賽季擊敗所有Na聯賽隊。
1000020.0,在21季賽季中擊敗所有CN聯賽隊。
1000021.0,擊敗所有多賽量21-3賽季Top10 Teams。
1000022.0,擊敗所有多場比賽22-1賽季Top10球隊。
1000023.0,在22個春季擊敗所有NA聯賽球隊。
1000024.0,在22個春季擊敗所有NA聯賽球隊。
1000025.0,在22個春季擊敗所有NA聯賽球隊。
1000026.0,擊敗所有多場比賽22-2賽季Top10球隊。
1000027.0,
1000028.0,Đánh bại tất cả các đội TOP10 mùa 22-4.
1000029.0,Đánh bại tất cả các đội KR League trong mùa hè 22 mùa hè.
1000030.0,Đánh bại tất cả các đội EU League trong mùa hè 22 mùa hè.
1000031.0,Đánh bại tất cả các đội NA League trong mùa hè 22 mùa hè.
1000032.0,擊敗所有多場比賽23-1賽季Top10球隊。
1000033.0,擊敗所有多場比賽23-2賽季Top10球隊。
1000034.0,在23個春季擊敗所有KR聯賽球隊。
1000035.0,在23個春季擊敗所有歐盟聯賽球隊。
1000036.0,在23個春季擊敗所有NA聯賽球隊。
1000037.0,擊敗所有多場比賽23-3賽季Top10球隊。
